nmr_gene_name,human_gene_acc,orthology_type,perc_id,human_gene_name,chromosome,biotype,description,species
MICU2,ENSG00000165487,ortholog_one2one,87.0968,MICU2,13,protein_coding,mitochondrial calcium uptake 2 [Source:HGNC Symbol;Acc:HGNC:31830],human
FGF9,ENSG00000102678,ortholog_one2one,99.0385,FGF9,13,protein_coding,fibroblast growth factor 9 [Source:HGNC Symbol;Acc:HGNC:3687],human
MMS22L,ENSG00000146263,ortholog_one2one,82.7031,MMS22L,6,protein_coding,"MMS22 like, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:21475]",human
SGCG,ENSG00000102683,ortholog_one2one,90.378,SGCG,13,protein_coding,sarcoglycan gamma [Source:HGNC Symbol;Acc:HGNC:10809],human
SACS,ENSG00000151835,ortholog_one2one,94.3656,SACS,13,protein_coding,sacsin molecular chaperone [Source:HGNC Symbol;Acc:HGNC:10519],human
POU3F2,ENSG00000184486,ortholog_one2one,83.07,POU3F2,6,protein_coding,POU class 3 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9215],human
TNFRSF19,ENSG00000127863,ortholog_one2one,77.2182,TNFRSF19,13,protein_coding,TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915],human
PEX5L,ENSG00000114757,ortholog_one2one,96.8051,PEX5L,3,protein_coding,peroxisomal biogenesis factor 5 like [Source:HGNC Symbol;Acc:HGNC:30024],human
MANEA,ENSG00000172469,ortholog_one2one,91.5584,MANEA,6,protein_coding,mannosidase endo-alpha [Source:HGNC Symbol;Acc:HGNC:21072],human
FBXL4,ENSG00000112234,ortholog_one2one,94.0419,FBXL4,6,protein_coding,F-box and leucine rich repeat protein 4 [Source:HGNC Symbol;Acc:HGNC:13601],human
MIPEP,ENSG00000027001,ortholog_one2one,88.9201,MIPEP,13,protein_coding,mitochondrial intermediate peptidase [Source:HGNC Symbol;Acc:HGNC:7104],human
COQ3,ENSG00000132423,ortholog_one2one,76.6938,COQ3,6,protein_coding,"coenzyme Q3, methyltransferase [Source:HGNC Symbol;Acc:HGNC:18175]",human
PNISR,ENSG00000132424,ortholog_one2one,97.2671,PNISR,6,protein_coding,PNN interacting serine and arginine rich protein [Source:HGNC Symbol;Acc:HGNC:21222],human
FLT3,ENSG00000122025,ortholog_one2one,92.145,FLT3,13,protein_coding,fms related receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3765],human
BABAM1,ENSG00000105393,ortholog_one2one,91.1854,BABAM1,19,protein_coding,BRISC and BRCA1 A complex member 1 [Source:HGNC Symbol;Acc:HGNC:25008],human
USP45,ENSG00000123552,ortholog_one2one,79.7297,USP45,6,protein_coding,ubiquitin specific peptidase 45 [Source:HGNC Symbol;Acc:HGNC:20080],human
USP13,ENSG00000058056,ortholog_one2one,98.146,USP13,3,protein_coding,ubiquitin specific peptidase 13 [Source:HGNC Symbol;Acc:HGNC:12611],human
PAN3,ENSG00000152520,ortholog_one2one,97.1815,PAN3,13,protein_coding,poly(A) specific ribonuclease subunit PAN3 [Source:HGNC Symbol;Acc:HGNC:29991],human
NAALADL2,ENSG00000177694,ortholog_one2one,83.8994,NAALADL2,3,protein_coding,N-acetylated alpha-linked acidic dipeptidase like 2 [Source:HGNC Symbol;Acc:HGNC:23219],human
YJU2,ENSG00000105248,ortholog_one2one,65.0155,YJU2,19,protein_coding,YJU2 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:25518],human
SHD,ENSG00000105251,ortholog_one2one,86.1765,SHD,19,protein_coding,Src homology 2 domain containing transforming protein D [Source:HGNC Symbol;Acc:HGNC:30633],human
FLT1,ENSG00000102755,ortholog_one2one,85.8744,FLT1,13,protein_coding,fms related receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763],human
FSD1,ENSG00000105255,ortholog_one2one,93.9516,FSD1,19,protein_coding,fibronectin type III and SPRY domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13745],human
SOX2,ENSG00000181449,ortholog_one2one,98.4227,SOX2,3,protein_coding,SRY-box transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11195],human
IARS2,ENSG00000067704,ortholog_one2one,78.9526,IARS2,1,protein_coding,"isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29685]",human
STAP2,ENSG00000178078,ortholog_one2one,75.1861,STAP2,19,protein_coding,signal transducing adaptor family member 2 [Source:HGNC Symbol;Acc:HGNC:30430],human
FXR1,ENSG00000114416,ortholog_one2one,99.0338,FXR1,3,protein_coding,FMR1 autosomal homolog 1 [Source:HGNC Symbol;Acc:HGNC:4023],human
BROX,ENSG00000162819,ortholog_one2one,92.4574,BROX,1,protein_coding,BRO1 domain and CAAX motif containing [Source:HGNC Symbol;Acc:HGNC:26512],human
MPND,ENSG00000008382,ortholog_one2one,85.6287,MPND,19,protein_coding,MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934],human
BPNT1,ENSG00000162813,ortholog_one2one,88.3117,BPNT1,1,protein_coding,"3'(2'), 5'-bisphosphate nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:1096]",human
SH3GL1,ENSG00000141985,ortholog_one2one,95.3804,SH3GL1,19,protein_coding,"SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]",human
PARP4,ENSG00000102699,ortholog_one2one,66.5313,PARP4,13,protein_coding,poly(ADP-ribose) polymerase family member 4 [Source:HGNC Symbol;Acc:HGNC:271],human
CASP6,ENSG00000138794,ortholog_one2one,63.8225,CASP6,4,protein_coding,caspase 6 [Source:HGNC Symbol;Acc:HGNC:1507],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
NDUFB5,ENSG00000136521,ortholog_one2one,77.7778,NDUFB5,3,protein_coding,NADH:ubiquinone oxidoreductase subunit B5 [Source:HGNC Symbol;Acc:HGNC:7700],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
PLA2G12A,ENSG00000123739,ortholog_one2one,71.4286,PLA2G12A,4,protein_coding,phospholipase A2 group XIIA [Source:HGNC Symbol;Acc:HGNC:18554],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
MLLT1,ENSG00000130382,ortholog_one2one,76.9231,MLLT1,19,protein_coding,MLLT1 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134],human
EPRS1,ENSG00000163576,ortholog_one2one,77.7911,EFHB,3,protein_coding,EF-hand domain family member B [Source:HGNC Symbol;Acc:HGNC:26330],human
ACTL6A,ENSG00000136518,ortholog_one2one,99.3007,ACTL6A,3,protein_coding,actin like 6A [Source:HGNC Symbol;Acc:HGNC:24124],human
GAR1,ENSG00000109534,ortholog_one2one,71.4286,GAR1,4,protein_coding,GAR1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14264],human
RRH,ENSG00000180245,ortholog_one2one,81.6024,RRH,4,protein_coding,retinal pigment epithelium-derived rhodopsin homolog [Source:HGNC Symbol;Acc:HGNC:10450],human
PSPC1,ENSG00000121390,ortholog_one2one,96.9407,PSPC1,13,protein_coding,paraspeckle component 1 [Source:HGNC Symbol;Acc:HGNC:20320],human
CERS4,ENSG00000090661,ortholog_one2one,64.467,CERS4,19,protein_coding,ceramide synthase 4 [Source:HGNC Symbol;Acc:HGNC:23747],human
FBN3,ENSG00000142449,ortholog_one2one,70.4165,FBN3,19,protein_coding,fibrillin 3 [Source:HGNC Symbol;Acc:HGNC:18794],human
ZMYM5,ENSG00000132950,ortholog_one2one,77.728,ZMYM5,13,protein_coding,zinc finger MYM-type containing 5 [Source:HGNC Symbol;Acc:HGNC:13029],human
ZMYM2,ENSG00000121741,ortholog_one2one,97.2404,ZMYM2,13,protein_coding,zinc finger MYM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:12989],human
ELOVL6,ENSG00000170522,ortholog_one2one,96.2264,ELOVL6,4,protein_coding,ELOVL fatty acid elongase 6 [Source:HGNC Symbol;Acc:HGNC:15829],human
PAPSS1,ENSG00000138801,ortholog_one2one,75.1603,PAPSS1,4,protein_coding,3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:8603],human
NLGN1,ENSG00000169760,ortholog_one2one,98.5765,NLGN1,3,protein_coding,neuroligin 1 [Source:HGNC Symbol;Acc:HGNC:14291],human
DKK2,ENSG00000155011,ortholog_one2one,93.4363,DKK2,4,protein_coding,dickkopf WNT signaling pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:2892],human
NUPL1,ENSG00000139496,ortholog_one2one,95.4925,NUP58,13,protein_coding,nucleoporin 58 [Source:HGNC Symbol;Acc:HGNC:20261],human
LEF1,ENSG00000138795,ortholog_one2one,74.9373,LEF1,4,protein_coding,lymphoid enhancer binding factor 1 [Source:HGNC Symbol;Acc:HGNC:6551],human
HADH,ENSG00000138796,ortholog_one2one,78.9809,HADH,4,protein_coding,hydroxyacyl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4799],human
ATP8A2,ENSG00000132932,ortholog_one2one,95.4545,ATP8A2,13,protein_coding,ATPase phospholipid transporting 8A2 [Source:HGNC Symbol;Acc:HGNC:13533],human
NEUROG2,ENSG00000178403,ortholog_one2one,71.3235,NEUROG2,4,protein_coding,neurogenin 2 [Source:HGNC Symbol;Acc:HGNC:13805],human
MFN1,ENSG00000171109,ortholog_one2one,90.1484,MFN1,3,protein_coding,mitofusin 1 [Source:HGNC Symbol;Acc:HGNC:18262],human
KCNMB3,ENSG00000171121,ortholog_one2one,75.6364,KCNMB3,3,protein_coding,potassium calcium-activated channel subfamily M regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6287],human
SHISA2,ENSG00000180730,ortholog_one2one,93.8983,SHISA2,13,protein_coding,shisa family member 2 [Source:HGNC Symbol;Acc:HGNC:20366],human
RNF6,ENSG00000127870,ortholog_one2one,80.146,RNF6,13,protein_coding,ring finger protein 6 [Source:HGNC Symbol;Acc:HGNC:10069],human
SLC46A3,ENSG00000139508,ortholog_one2one,78.5249,SLC46A3,13,protein_coding,solute carrier family 46 member 3 [Source:HGNC Symbol;Acc:HGNC:27501],human
CCDC39,ENSG00000284862,ortholog_one2one,84.1658,CCDC39,3,protein_coding,coiled-coil domain 39 molecular ruler complex subunit [Source:HGNC Symbol;Acc:HGNC:25244],human
TTC14,ENSG00000163728,ortholog_one2one,91.039,TTC14,3,protein_coding,tetratricopeptide repeat domain 14 [Source:HGNC Symbol;Acc:HGNC:24697],human
SLC7A1,ENSG00000139514,ortholog_one2one,89.9841,SLC7A1,13,protein_coding,solute carrier family 7 member 1 [Source:HGNC Symbol;Acc:HGNC:11057],human
CDK8,ENSG00000132964,ortholog_one2one,99.7845,CDK8,13,protein_coding,cyclin dependent kinase 8 [Source:HGNC Symbol;Acc:HGNC:1779],human
ZMAT3,ENSG00000172667,ortholog_one2one,94.8097,ZMAT3,3,protein_coding,zinc finger matrin-type 3 [Source:HGNC Symbol;Acc:HGNC:29983],human
KCNMB2,ENSG00000197584,ortholog_one2one,98.2979,KCNMB2,3,protein_coding,potassium calcium-activated channel subfamily M regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6286],human
ECT2,ENSG00000114346,ortholog_one2one,90.1532,ECT2,3,protein_coding,epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155],human
RASL11A,ENSG00000122035,ortholog_one2one,90.0826,RASL11A,13,protein_coding,RAS like family 11 member A [Source:HGNC Symbol;Acc:HGNC:23802],human
MTIF3,ENSG00000122033,ortholog_one2one,67.6259,MTIF3,13,protein_coding,mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:HGNC:29788],human
EEF2,ENSG00000167658,ortholog_one2one,98.951,EEF2,19,protein_coding,eukaryotic translation elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:3214],human
UBL3,ENSG00000122042,ortholog_one2one,94.0171,UBL3,13,protein_coding,ubiquitin like 3 [Source:HGNC Symbol;Acc:HGNC:12504],human
LNX2,ENSG00000139517,ortholog_one2one,87.1014,LNX2,13,protein_coding,ligand of numb-protein X 2 [Source:HGNC Symbol;Acc:HGNC:20421],human
PRR22,ENSG00000212123,ortholog_one2one,60.6635,PRR22,19,protein_coding,proline rich 22 [Source:HGNC Symbol;Acc:HGNC:28354],human
POLR1D,ENSG00000186184,ortholog_one2one,95.4887,POLR1D,13,protein_coding,RNA polymerase I and III subunit D [Source:HGNC Symbol;Acc:HGNC:20422],human
GSX1,ENSG00000169840,ortholog_one2one,94.697,GSX1,13,protein_coding,GS homeobox 1 [Source:HGNC Symbol;Acc:HGNC:20374],human
PDX1,ENSG00000139515,ortholog_one2one,90.4594,PDX1,13,protein_coding,pancreatic and duodenal homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6107],human
CDX2,ENSG00000165556,ortholog_one2one,97.4441,CDX2,13,protein_coding,caudal type homeobox 2 [Source:HGNC Symbol;Acc:HGNC:1806],human
URAD,ENSG00000183463,ortholog_one2one,81.5029,URAD,13,protein_coding,ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase [Source:HGNC Symbol;Acc:HGNC:17785],human
WASF3,ENSG00000132970,ortholog_one2one,95.0199,WASF3,13,protein_coding,WASP family member 3 [Source:HGNC Symbol;Acc:HGNC:12734],human
GPR12,ENSG00000132975,ortholog_one2one,94.9102,GPR12,13,protein_coding,G protein-coupled receptor 12 [Source:HGNC Symbol;Acc:HGNC:4466],human
TM2D1,ENSG00000174992,ortholog_one2one,85.6287,ZG16,16,protein_coding,zymogen granule protein 16 [Source:HGNC Symbol;Acc:HGNC:30961],human
GADD45A,ENSG00000116717,ortholog_one2one,90.9091,GADD45A,1,protein_coding,growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095],human
SPATA16,ENSG00000144962,ortholog_one2one,81.1951,SPATA16,3,protein_coding,spermatogenesis associated 16 [Source:HGNC Symbol;Acc:HGNC:29935],human
WLS,ENSG00000116729,ortholog_one2one,91.3124,WLS,1,protein_coding,Wnt ligand secretion mediator [Source:HGNC Symbol;Acc:HGNC:30238],human
LRCH3,ENSG00000186001,ortholog_one2one,84.9421,LRCH3,3,protein_coding,leucine rich repeats and calponin homology domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28637],human
FPGT,ENSG00000254685,ortholog_one2one,80.4714,FPGT,1,protein_coding,fucose-1-phosphate guanylyltransferase [Source:HGNC Symbol;Acc:HGNC:3825],human
IQCG,ENSG00000114473,ortholog_one2one,65.6885,IQCG,3,protein_coding,IQ motif containing G [Source:HGNC Symbol;Acc:HGNC:25251],human
NFIA,ENSG00000162599,ortholog_one2one,97.446,NFIA,1,protein_coding,nuclear factor I A [Source:HGNC Symbol;Acc:HGNC:7784],human
SLC35D1,ENSG00000116704,ortholog_one2one,89.8592,SLC35D1,1,protein_coding,solute carrier family 35 member D1 [Source:HGNC Symbol;Acc:HGNC:20800],human
DUS3L,ENSG00000141994,ortholog_one2one,85.3846,DUS3L,19,protein_coding,dihydrouridine synthase 3 like [Source:HGNC Symbol;Acc:HGNC:26920],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
SNORD102,ENSG00000207500,ortholog_one2one,93.0556,SNORD102,13,snoRNA,"small nucleolar RNA, C/D box 102 [Source:HGNC Symbol;Acc:HGNC:10099]",human
DNMT1,ENSG00000130816,ortholog_one2one,68.3211,DNMT1,19,protein_coding,DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
ANKRD13C,ENSG00000118454,ortholog_one2one,93.5305,ANKRD13C,1,protein_coding,ankyrin repeat domain 13C [Source:HGNC Symbol;Acc:HGNC:25374],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
MIER1,ENSG00000198160,ortholog_one2one,87.6106,MIER1,1,protein_coding,MIER1 transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:29657],human
EIF3G,ENSG00000130811,ortholog_one2one,83.4375,EIF3G,19,protein_coding,eukaryotic translation initiation factor 3 subunit G [Source:HGNC Symbol;Acc:HGNC:3274],human
P2RY11,ENSG00000244165,ortholog_one2one,67.6471,P2RY11,19,protein_coding,purinergic receptor P2Y11 [Source:HGNC Symbol;Acc:HGNC:8540],human
SRSF11,ENSG00000116754,ortholog_one2one,95.8678,SRSF11,1,protein_coding,serine and arginine rich splicing factor 11 [Source:HGNC Symbol;Acc:HGNC:10782],human
LRRC40,ENSG00000066557,ortholog_one2one,80.7309,LRRC40,1,protein_coding,leucine rich repeat containing 40 [Source:HGNC Symbol;Acc:HGNC:26004],human
DNAI4,ENSG00000152763,ortholog_one2one,77.1226,DNAI4,1,protein_coding,dynein axonemal intermediate chain 4 [Source:HGNC Symbol;Acc:HGNC:26252],human
LRRC7,ENSG00000033122,ortholog_one2one,94.0317,LRRC7,1,protein_coding,leucine rich repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:18531],human
NEGR1,ENSG00000172260,ortholog_one2one,95.4802,NEGR1,1,protein_coding,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:HGNC:17302],human
IL23R,ENSG00000162594,ortholog_one2one,69.6343,IL23R,1,protein_coding,interleukin 23 receptor [Source:HGNC Symbol;Acc:HGNC:19100],human
PATJ,ENSG00000132849,ortholog_one2one,65.728,PATJ,1,protein_coding,PATJ crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:28881],human
PDE4B,ENSG00000184588,ortholog_one2one,86.8207,PDE4B,1,protein_coding,phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781],human
PPAN,ENSG00000130810,ortholog_one2one,75.8985,PPAN,19,protein_coding,peter pan homolog [Source:HGNC Symbol;Acc:HGNC:9227],human
ANGPTL6,ENSG00000130812,ortholog_one2one,86.5957,ANGPTL6,19,protein_coding,angiopoietin like 6 [Source:HGNC Symbol;Acc:HGNC:23140],human
SHFL,ENSG00000130813,ortholog_one2one,94.8454,SHFL,19,protein_coding,shiftless antiviral inhibitor of ribosomal frameshifting [Source:HGNC Symbol;Acc:HGNC:25649],human
RDH8,ENSG00000080511,ortholog_one2one,81.3505,RDH8,19,protein_coding,retinol dehydrogenase 8 [Source:HGNC Symbol;Acc:HGNC:14423],human
NVL,ENSG00000143748,ortholog_one2one,83.7617,NVL,1,protein_coding,nuclear VCP like [Source:HGNC Symbol;Acc:HGNC:8070],human
ZRANB2,ENSG00000132485,ortholog_one2one,89.697,ZRANB2,1,protein_coding,zinc finger RANBP2-type containing 2 [Source:HGNC Symbol;Acc:HGNC:13058],human
DEPDC1,ENSG00000024526,ortholog_one2one,86.6831,DEPDC1,1,protein_coding,DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949],human
OLFM2,ENSG00000105088,ortholog_one2one,94.9339,OLFM2,19,protein_coding,olfactomedin 2 [Source:HGNC Symbol;Acc:HGNC:17189],human
SLC5A5,ENSG00000105641,ortholog_one2one,80.8709,SLC5A5,19,protein_coding,solute carrier family 5 member 5 [Source:HGNC Symbol;Acc:HGNC:11040],human
RPE65,ENSG00000116745,ortholog_one2one,94.5591,RPE65,1,protein_coding,retinoid isomerohydrolase RPE65 [Source:HGNC Symbol;Acc:HGNC:10294],human
ELAVL1,ENSG00000066044,ortholog_one2one,99.6933,ELAVL1,19,protein_coding,ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312],human
GNG12,ENSG00000172380,ortholog_one2one,97.2222,GNG12,1,protein_coding,G protein subunit gamma 12 [Source:HGNC Symbol;Acc:HGNC:19663],human
DYNLT5,ENSG00000152760,ortholog_one2one,73.743,DYNLT5,1,protein_coding,dynein light chain Tctex-type family member 5 [Source:HGNC Symbol;Acc:HGNC:26882],human
TIMM44,ENSG00000104980,ortholog_one2one,89.1593,TIMM44,19,protein_coding,translocase of inner mitochondrial membrane 44 [Source:HGNC Symbol;Acc:HGNC:17316],human
SGIP1,ENSG00000118473,ortholog_one2one,93.9613,SGIP1,1,protein_coding,SH3GL interacting endocytic adaptor 1 [Source:HGNC Symbol;Acc:HGNC:25412],human
MISP,ENSG00000099812,ortholog_one2one,61.2666,MISP,19,protein_coding,mitotic spindle positioning [Source:HGNC Symbol;Acc:HGNC:27000],human
FSTL3,ENSG00000070404,ortholog_one2one,80.2281,FSTL3,19,protein_coding,follistatin like 3 [Source:HGNC Symbol;Acc:HGNC:3973],human
GIPC3,ENSG00000179855,ortholog_one2one,91.3462,GIPC3,19,protein_coding,GIPC PDZ domain containing family member 3 [Source:HGNC Symbol;Acc:HGNC:18183],human
DEGS1,ENSG00000143753,ortholog_one2one,88.8545,DEGS1,1,protein_coding,"delta 4-desaturase, sphingolipid 1 [Source:HGNC Symbol;Acc:HGNC:13709]",human
LEPR,ENSG00000116678,ortholog_one2one,75.3648,LEPR,1,protein_coding,leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554],human
RNF126,ENSG00000070423,ortholog_one2one,94.2122,RNF126,19,protein_coding,ring finger protein 126 [Source:HGNC Symbol;Acc:HGNC:21151],human
FBXO28,ENSG00000143756,ortholog_one2one,95.1087,FBXO28,1,protein_coding,F-box protein 28 [Source:HGNC Symbol;Acc:HGNC:29046],human
DTL,ENSG00000143476,ortholog_one2one,90.137,DTL,1,protein_coding,denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288],human
FGF22,ENSG00000070388,ortholog_one2one,82.9412,FGF22,19,protein_coding,fibroblast growth factor 22 [Source:HGNC Symbol;Acc:HGNC:3679],human
INTS7,ENSG00000143493,ortholog_one2one,97.6091,INTS7,1,protein_coding,integrator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24484],human
TAF1A,ENSG00000143498,ortholog_one2one,72.0,TAF1A,1,protein_coding,"TATA-box binding protein associated factor, RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:11532]",human
DOCK6,ENSG00000130158,ortholog_one2one,92.0371,DOCK6,19,protein_coding,dedicator of cytokinesis 6 [Source:HGNC Symbol;Acc:HGNC:19189],human
JAK1,ENSG00000162434,ortholog_one2one,94.8874,JAK1,1,protein_coding,Janus kinase 1 [Source:HGNC Symbol;Acc:HGNC:6190],human
PTGER3,ENSG00000050628,ortholog_one2one,84.8718,PTGER3,1,protein_coding,prostaglandin E receptor 3 [Source:HGNC Symbol;Acc:HGNC:9595],human
DNAJC6,ENSG00000116675,ortholog_one2one,85.4639,DNAJC6,1,protein_coding,DnaJ heat shock protein family (Hsp40) member C6 [Source:HGNC Symbol;Acc:HGNC:15469],human
CACHD1,ENSG00000158966,ortholog_one2one,93.956,CACHD1,1,protein_coding,cache domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29314],human
CTH,ENSG00000116761,ortholog_one2one,82.2222,CTH,1,protein_coding,cystathionine gamma-lyase [Source:HGNC Symbol;Acc:HGNC:2501],human
ATG4C,ENSG00000125703,ortholog_one2one,92.5764,ATG4C,1,protein_coding,autophagy related 4C cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:16040],human
