gene_id,gene_name,chromosome,biotype,description,species
ENSHGLG00000023293,U6,6,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000007782,MRPL58,20,protein_coding,mitochondrial ribosomal protein L58 [Source:HGNC Symbol;Acc:HGNC:5359],naked_mole_rat
ENSHGLG00000022842,,6,snoRNA,"small nucleolar RNA, H/ACA box 65 [Source:HGNC Symbol;Acc:HGNC:10222]",naked_mole_rat
ENSHGLG00000046513,,19,lncRNA,,naked_mole_rat
ENSHGLG00000040808,U2,6,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000033056,,2,protein_coding,C-type lectin domain containing 14A [Source:HGNC Symbol;Acc:HGNC:19832],naked_mole_rat
ENSHGLG00000049361,U2,6,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000016963,B4GALNT1,17,protein_coding,"beta-1,4-N-acetyl-galactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4117]",naked_mole_rat
ENSHGLG00000033106,,2,protein_coding,,naked_mole_rat
ENSHGLG00000038799,,19,lncRNA,,naked_mole_rat
ENSHGLG00000040862,U2,6,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000050639,U2,6,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000011925,TUBG2,20,protein_coding,tubulin gamma 2 [Source:HGNC Symbol;Acc:HGNC:12419],naked_mole_rat
ENSHGLG00000019105,,7,protein_coding,,naked_mole_rat
ENSHGLG00000035995,,19,lncRNA,,naked_mole_rat
ENSHGLG00000036202,U2,6,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000050768,,2,protein_coding,,naked_mole_rat
ENSHGLG00000039802,U6,6,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000037634,,19,lncRNA,,naked_mole_rat
ENSHGLG00000004530,,2,protein_coding,,naked_mole_rat
ENSHGLG00000023433,U6,6,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000048936,,2,protein_coding,,naked_mole_rat
ENSHGLG00000025138,Vault,6,vault_RNA,Vault RNA [Source:RFAM;Acc:RF00006],naked_mole_rat
ENSHGLG00000034064,,19,lncRNA,,naked_mole_rat
ENSHGLG00000047469,,2,protein_coding,,naked_mole_rat
ENSHGLG00000049784,U4,6,snRNA,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],naked_mole_rat
ENSHGLG00000015674,,17,protein_coding,,naked_mole_rat
ENSHGLG00000019925,,2,protein_coding,,naked_mole_rat
ENSHGLG00000050520,U2,6,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000020711,,2,protein_coding,,naked_mole_rat
ENSHGLG00000033081,,6,protein_coding,,naked_mole_rat
ENSHGLG00000037017,,19,lncRNA,,naked_mole_rat
ENSHGLG00000041354,,7,protein_coding,,naked_mole_rat
ENSHGLG00000012500,,2,protein_coding,,naked_mole_rat
ENSHGLG00000006526,CAMK2A,6,protein_coding,calcium/calmodulin dependent protein kinase II alpha [Source:HGNC Symbol;Acc:HGNC:1460],naked_mole_rat
ENSHGLG00000003750,,2,processed_pseudogene,,naked_mole_rat
ENSHGLG00000019067,,7,pseudogene,,naked_mole_rat
ENSHGLG00000044481,,17,protein_coding,,naked_mole_rat
ENSHGLG00000041976,,19,lncRNA,,naked_mole_rat
ENSHGLG00000033288,,2,processed_pseudogene,,naked_mole_rat
ENSHGLG00000036311,,2,lncRNA,,naked_mole_rat
ENSHGLG00000049182,U1,19,snRNA,U1 spliceosomal RNA [Source:RFAM;Acc:RF00003],naked_mole_rat
ENSHGLG00000035780,,17,protein_coding,,naked_mole_rat
ENSHGLG00000041510,U6,19,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000043487,U2,19,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000050603,,2,lncRNA,,naked_mole_rat
ENSHGLG00000024087,U2,19,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000035701,,2,lncRNA,,naked_mole_rat
ENSHGLG00000049765,U2,19,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000032496,,2,lncRNA,,naked_mole_rat
ENSHGLG00000018169,ARHGEF25,17,protein_coding,Rho guanine nucleotide exchange factor 25 [Source:HGNC Symbol;Acc:HGNC:30275],naked_mole_rat
ENSHGLG00000007509,CXCL13,7,protein_coding,C-X-C motif chemokine ligand 13 [Source:UniProtKB Gene Name;Acc:A0A0N8EUQ7],naked_mole_rat
ENSHGLG00000041293,,19,snoRNA,,naked_mole_rat
ENSHGLG00000035005,,2,lncRNA,,naked_mole_rat
ENSHGLG00000018305,SLC38A8,7,protein_coding,solute carrier family 38 member 8 [Source:UniProtKB Gene Name;Acc:A0A0N8EU92],naked_mole_rat
ENSHGLG00000046655,GPRIN3,7,protein_coding,GPRIN family member 3 [Source:HGNC Symbol;Acc:HGNC:27733],naked_mole_rat
ENSHGLG00000031907,,2,lncRNA,,naked_mole_rat
ENSHGLG00000050896,U6,19,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000019076,OSGIN1,7,protein_coding,oxidative stress induced growth inhibitor 1 [Source:UniProtKB Gene Name;Acc:G5BFX7],naked_mole_rat
ENSHGLG00000044472,,2,lncRNA,,naked_mole_rat
ENSHGLG00000038094,U6,19,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000041456,,2,lncRNA,,naked_mole_rat
ENSHGLG00000039884,U2,19,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000048080,,2,lncRNA,,naked_mole_rat
ENSHGLG00000022005,,19,scaRNA,small Cajal body-specific RNA 2 [Source:HGNC Symbol;Acc:HGNC:32558],naked_mole_rat
ENSHGLG00000049512,,2,lncRNA,,naked_mole_rat
ENSHGLG00000046336,,2,lncRNA,,naked_mole_rat
ENSHGLG00000022401,,19,snoRNA,,naked_mole_rat
ENSHGLG00000036326,,2,lncRNA,,naked_mole_rat
ENSHGLG00000033020,,2,lncRNA,,naked_mole_rat
ENSHGLG00000009014,TIGD2,7,protein_coding,tigger transposable element derived 2 [Source:HGNC Symbol;Acc:HGNC:18333],naked_mole_rat
ENSHGLG00000006684,ELAPOR1,19,protein_coding,endosome-lysosome associated apoptosis and autophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:29618],naked_mole_rat
ENSHGLG00000041077,,2,lncRNA,,naked_mole_rat
ENSHGLG00000008677,FAM13A,7,protein_coding,family with sequence similarity 13 member A [Source:HGNC Symbol;Acc:HGNC:19367],naked_mole_rat
ENSHGLG00000044166,,2,lncRNA,,naked_mole_rat
ENSHGLG00000049228,,2,lncRNA,,naked_mole_rat
ENSHGLG00000038679,,2,lncRNA,,naked_mole_rat
ENSHGLG00000040226,,7,pseudogene,,naked_mole_rat
ENSHGLG00000044111,HSBP1,7,protein_coding,heat shock factor binding protein 1 [Source:UniProtKB Gene Name;Acc:A0A0P6IYL2],naked_mole_rat
ENSHGLG00000033032,DTX3,17,protein_coding,deltex E3 ubiquitin ligase 3 [Source:HGNC Symbol;Acc:HGNC:24457],naked_mole_rat
ENSHGLG00000033810,,2,lncRNA,,naked_mole_rat
ENSHGLG00000026494,,7,protein_coding,,naked_mole_rat
ENSHGLG00000036701,,2,lncRNA,,naked_mole_rat
ENSHGLG00000034102,,2,lncRNA,,naked_mole_rat
ENSHGLG00000049218,,2,lncRNA,,naked_mole_rat
ENSHGLG00000044355,,2,lncRNA,,naked_mole_rat
ENSHGLG00000016168,WDR47,19,protein_coding,WD repeat domain 47 [Source:HGNC Symbol;Acc:HGNC:29141],naked_mole_rat
ENSHGLG00000044574,ST3GAL2,7,protein_coding,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10863]",naked_mole_rat
ENSHGLG00000008024,,7,protein_coding,,naked_mole_rat
ENSHGLG00000041593,,2,lncRNA,,naked_mole_rat
ENSHGLG00000016024,PIP4K2C,17,protein_coding,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma [Source:HGNC Symbol;Acc:HGNC:23786],naked_mole_rat
ENSHGLG00000033877,,2,lncRNA,,naked_mole_rat
ENSHGLG00000049189,,2,lncRNA,,naked_mole_rat
ENSHGLG00000006923,MMP19,17,protein_coding,matrix metallopeptidase 19 [Source:UniProtKB Gene Name;Acc:G5BB99],naked_mole_rat
ENSHGLG00000042662,DCLRE1B,19,protein_coding,DNA cross-link repair 1B [Source:HGNC Symbol;Acc:HGNC:17641],naked_mole_rat
ENSHGLG00000040032,,2,lncRNA,,naked_mole_rat
ENSHGLG00000046930,,2,lncRNA,,naked_mole_rat
ENSHGLG00000010382,,17,protein_coding,,naked_mole_rat
ENSHGLG00000011681,DDX19A,7,protein_coding,DEAD-box helicase 19A [Source:UniProtKB Gene Name;Acc:A0A0P6JWR4],naked_mole_rat
ENSHGLG00000008264,HIPK1,19,protein_coding,homeodomain interacting protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:19006],naked_mole_rat
ENSHGLG00000045563,,2,lncRNA,,naked_mole_rat
ENSHGLG00000047568,U2,2,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000016850,DNAJC14,17,protein_coding,DnaJ heat shock protein family (Hsp40) member C14 [Source:UniProtKB Gene Name;Acc:A0A0P6JCD7],naked_mole_rat
ENSHGLG00000022283,,2,snoRNA,,naked_mole_rat
ENSHGLG00000024430,U6,2,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000044920,U6,2,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000036535,,7,protein_coding,,naked_mole_rat
ENSHGLG00000049343,U2,2,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000044432,,7,protein_coding,,naked_mole_rat
ENSHGLG00000035699,ORMDL2,17,protein_coding,ORMDL sphingolipid biosynthesis regulator 2 [Source:HGNC Symbol;Acc:HGNC:16037],naked_mole_rat
ENSHGLG00000022878,U2,2,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000049646,,7,protein_coding,,naked_mole_rat
ENSHGLG00000016869,SARNP,17,protein_coding,SAP domain containing ribonucleoprotein [Source:UniProtKB Gene Name;Acc:A0A0P6JVM0],naked_mole_rat
ENSHGLG00000013174,SYT6,19,protein_coding,synaptotagmin 6 [Source:HGNC Symbol;Acc:HGNC:18638],naked_mole_rat
ENSHGLG00000041520,U6,2,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000024050,,2,snoRNA,,naked_mole_rat
ENSHGLG00000045571,U2,2,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000008337,,7,protein_coding,,naked_mole_rat
ENSHGLG00000012292,TTLL3,2,protein_coding,tubulin tyrosine ligase like 3 [Source:HGNC Symbol;Acc:HGNC:24483],naked_mole_rat
ENSHGLG00000036164,,17,protein_coding,,naked_mole_rat
ENSHGLG00000040751,PYURF,7,protein_coding,PIGY upstream open reading frame [Source:UniProtKB Gene Name;Acc:A0A0P6J4S3],naked_mole_rat
ENSHGLG00000009955,DDX19B,7,protein_coding,DEAD-box helicase 19B [Source:HGNC Symbol;Acc:HGNC:2742],naked_mole_rat
ENSHGLG00000050712,,7,protein_coding,,naked_mole_rat
ENSHGLG00000016789,MIP,17,protein_coding,major intrinsic protein of lens fiber [Source:HGNC Symbol;Acc:HGNC:7103],naked_mole_rat
ENSHGLG00000014305,RXYLT1,17,protein_coding,ribitol xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:13530],naked_mole_rat
ENSHGLG00000050587,CAMK1,2,protein_coding,calcium/calmodulin dependent protein kinase I [Source:HGNC Symbol;Acc:HGNC:1459],naked_mole_rat
ENSHGLG00000013896,CCDC158,7,protein_coding,coiled-coil domain containing 158 [Source:HGNC Symbol;Acc:HGNC:26374],naked_mole_rat
ENSHGLG00000034487,,19,protein_coding,,naked_mole_rat
ENSHGLG00000016583,,19,protein_coding,,naked_mole_rat
ENSHGLG00000045829,TAC3,17,protein_coding,tachykinin precursor 3 [Source:HGNC Symbol;Acc:HGNC:11521],naked_mole_rat
ENSHGLG00000032318,,7,protein_coding,,naked_mole_rat
ENSHGLG00000013299,,17,protein_coding,,naked_mole_rat
ENSHGLG00000010252,PLEKHG4,7,protein_coding,pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501],naked_mole_rat
ENSHGLG00000032509,,17,protein_coding,,naked_mole_rat
ENSHGLG00000013496,,7,protein_coding,,naked_mole_rat
ENSHGLG00000041239,,16,protein_coding,,naked_mole_rat
ENSHGLG00000018238,RBMS2,17,protein_coding,RNA binding motif single stranded interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9909],naked_mole_rat
ENSHGLG00000012309,KCTD19,7,protein_coding,potassium channel tetramerization domain containing 19 [Source:UniProtKB Gene Name;Acc:A0A0P6JD34],naked_mole_rat
ENSHGLG00000001449,CENPH,16,protein_coding,centromere protein H [Source:HGNC Symbol;Acc:HGNC:17268],naked_mole_rat
ENSHGLG00000003910,,16,protein_coding,,naked_mole_rat
ENSHGLG00000013406,GLS2,17,protein_coding,glutaminase 2 [Source:HGNC Symbol;Acc:HGNC:29570],naked_mole_rat
ENSHGLG00000013489,LRRC36,7,protein_coding,leucine rich repeat containing 36 [Source:HGNC Symbol;Acc:HGNC:25615],naked_mole_rat
ENSHGLG00000016750,SPRYD4,17,protein_coding,SPRY domain containing 4 [Source:HGNC Symbol;Acc:HGNC:27468],naked_mole_rat
ENSHGLG00000038546,,16,protein_coding,,naked_mole_rat
ENSHGLG00000019745,,17,protein_coding,,naked_mole_rat
ENSHGLG00000016085,,17,pseudogene,,naked_mole_rat
ENSHGLG00000042382,,7,protein_coding,,naked_mole_rat
ENSHGLG00000049355,,16,protein_coding,,naked_mole_rat
ENSHGLG00000013314,,7,protein_coding,,naked_mole_rat
ENSHGLG00000010618,FOXF1,7,protein_coding,forkhead box F1 [Source:HGNC Symbol;Acc:HGNC:3809],naked_mole_rat
ENSHGLG00000046958,,7,protein_coding,,naked_mole_rat
ENSHGLG00000004986,RICTOR,16,protein_coding,RPTOR independent companion of MTOR complex 2 [Source:HGNC Symbol;Acc:HGNC:28611],naked_mole_rat
ENSHGLG00000007617,,7,protein_coding,,naked_mole_rat
ENSHGLG00000016234,CDH13,7,protein_coding,cadherin 13 [Source:UniProtKB Gene Name;Acc:A0A0P6JC37],naked_mole_rat
ENSHGLG00000043824,,17,protein_coding,,naked_mole_rat
ENSHGLG00000013797,DCTN2,17,protein_coding,dynactin subunit 2 [Source:HGNC Symbol;Acc:HGNC:2712],naked_mole_rat
ENSHGLG00000041318,,7,protein_coding,,naked_mole_rat
ENSHGLG00000016586,,7,protein_coding,,naked_mole_rat
ENSHGLG00000047970,,17,protein_coding,,naked_mole_rat
ENSHGLG00000041807,,17,protein_coding,,naked_mole_rat
ENSHGLG00000041436,,7,pseudogene,,naked_mole_rat
ENSHGLG00000009359,,7,protein_coding,,naked_mole_rat
ENSHGLG00000002225,OSMR,16,protein_coding,oncostatin M receptor [Source:UniProtKB Gene Name;Acc:A0A0P6IZ78],naked_mole_rat
ENSHGLG00000003604,MMRN1,7,protein_coding,multimerin 1 [Source:HGNC Symbol;Acc:HGNC:7178],naked_mole_rat
ENSHGLG00000013493,MARS1,17,protein_coding,methionyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6898],naked_mole_rat
ENSHGLG00000011239,,7,protein_coding,,naked_mole_rat
ENSHGLG00000038905,,7,protein_coding,,naked_mole_rat
ENSHGLG00000018728,,7,protein_coding,,naked_mole_rat
ENSHGLG00000001829,,16,protein_coding,zinc finger protein 366 [Source:HGNC Symbol;Acc:HGNC:18316],naked_mole_rat
ENSHGLG00000037196,,7,protein_coding,,naked_mole_rat
ENSHGLG00000020623,ATOH1,7,protein_coding,atonal bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:797],naked_mole_rat
ENSHGLG00000007158,,16,pseudogene,,naked_mole_rat
ENSHGLG00000013248,NFATC3,7,protein_coding,nuclear factor of activated T cells 3 [Source:HGNC Symbol;Acc:HGNC:7777],naked_mole_rat
ENSHGLG00000035615,,7,protein_coding,,naked_mole_rat
ENSHGLG00000015484,,7,protein_coding,,naked_mole_rat
ENSHGLG00000032650,,16,protein_coding,,naked_mole_rat
ENSHGLG00000014031,,7,protein_coding,,naked_mole_rat
ENSHGLG00000016467,,16,protein_coding,,naked_mole_rat
ENSHGLG00000048563,,7,protein_coding,,naked_mole_rat
ENSHGLG00000036045,,16,protein_coding,,naked_mole_rat
ENSHGLG00000020423,,7,protein_coding,,naked_mole_rat
ENSHGLG00000033154,,7,protein_coding,,naked_mole_rat
ENSHGLG00000000230,ANKRD31,16,protein_coding,ankyrin repeat domain 31 [Source:UniProtKB Gene Name;Acc:A0A0P6J6N6],naked_mole_rat
ENSHGLG00000041879,,7,protein_coding,,naked_mole_rat
ENSHGLG00000013102,,7,protein_coding,,naked_mole_rat
ENSHGLG00000037237,,7,protein_coding,,naked_mole_rat
ENSHGLG00000004671,,7,processed_pseudogene,,naked_mole_rat
ENSHGLG00000007188,,7,processed_pseudogene,,naked_mole_rat
ENSHGLG00000016641,,7,protein_coding,,naked_mole_rat
ENSHGLG00000000270,,16,protein_coding,,naked_mole_rat
ENSHGLG00000034927,,7,lncRNA,,naked_mole_rat
ENSHGLG00000036871,,7,lncRNA,,naked_mole_rat
ENSHGLG00000037079,,7,lncRNA,,naked_mole_rat
ENSHGLG00000010428,ESRP2,7,protein_coding,epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152],naked_mole_rat
ENSHGLG00000046186,,7,lncRNA,,naked_mole_rat
ENSHGLG00000037706,,7,lncRNA,,naked_mole_rat
ENSHGLG00000041767,,7,lncRNA,,naked_mole_rat
ENSHGLG00000048994,,7,lncRNA,,naked_mole_rat
ENSHGLG00000013409,PLA2G15,7,protein_coding,phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163],naked_mole_rat
ENSHGLG00000000294,,16,protein_coding,,naked_mole_rat
ENSHGLG00000038209,,7,lncRNA,,naked_mole_rat
ENSHGLG00000036132,,7,lncRNA,,naked_mole_rat
ENSHGLG00000032803,,16,protein_coding,,naked_mole_rat
ENSHGLG00000040494,U6,7,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000044389,U2,7,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000009051,PRLR,16,protein_coding,prolactin receptor [Source:HGNC Symbol;Acc:HGNC:9446],naked_mole_rat
ENSHGLG00000025141,,7,snoRNA,,naked_mole_rat
ENSHGLG00000009916,VAC14,7,protein_coding,VAC14 component of PIKFYVE complex [Source:UniProtKB Gene Name;Acc:A0A0P6JEV9],naked_mole_rat
ENSHGLG00000023643,,7,snoRNA,,naked_mole_rat
ENSHGLG00000049513,,7,snoRNA,,naked_mole_rat
ENSHGLG00000003288,AGXT2,16,protein_coding,alanine--glyoxylate aminotransferase 2 [Source:HGNC Symbol;Acc:HGNC:14412],naked_mole_rat
ENSHGLG00000042523,U6,7,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000040501,U2,7,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000024869,U4,7,snRNA,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],naked_mole_rat
ENSHGLG00000003933,,16,protein_coding,,naked_mole_rat
ENSHGLG00000022395,,7,snoRNA,,naked_mole_rat
ENSHGLG00000036340,,7,protein_coding,,naked_mole_rat
ENSHGLG00000049788,,16,protein_coding,,naked_mole_rat
ENSHGLG00000007578,,7,protein_coding,,naked_mole_rat
ENSHGLG00000000703,TMEM174,16,protein_coding,transmembrane protein 174 [Source:UniProtKB Gene Name;Acc:G5B213],naked_mole_rat
ENSHGLG00000046719,MTSS1L,7,protein_coding,MTSS I-BAR domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25094],naked_mole_rat
ENSHGLG00000001234,,16,protein_coding,,naked_mole_rat
ENSHGLG00000039204,,16,protein_coding,,naked_mole_rat
ENSHGLG00000036709,,16,protein_coding,,naked_mole_rat
ENSHGLG00000012281,IL34,7,protein_coding,interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529],naked_mole_rat
ENSHGLG00000020102,,16,protein_coding,,naked_mole_rat
ENSHGLG00000003257,DAB2,16,protein_coding,DAB adaptor protein 2 [Source:UniProtKB Gene Name;Acc:G5AND9],naked_mole_rat
ENSHGLG00000010135,SF3B3,7,protein_coding,splicing factor 3b subunit 3 [Source:UniProtKB Gene Name;Acc:A0A0P6J5X4],naked_mole_rat
ENSHGLG00000019190,COG4,7,protein_coding,component of oligomeric golgi complex 4 [Source:UniProtKB Gene Name;Acc:A0A0P6JEB4],naked_mole_rat
ENSHGLG00000040215,,5,pseudogene,,naked_mole_rat
ENSHGLG00000020147,,16,protein_coding,,naked_mole_rat
ENSHGLG00000043865,,5,pseudogene,,naked_mole_rat
ENSHGLG00000012100,FCSK,7,protein_coding,fucose kinase [Source:HGNC Symbol;Acc:HGNC:29500],naked_mole_rat
ENSHGLG00000042018,CARTPT,16,protein_coding,CART prepropeptide [Source:UniProtKB Gene Name;Acc:G5C0H4],naked_mole_rat
ENSHGLG00000044088,SC5D,5,protein_coding,sterol-C5-desaturase [Source:HGNC Symbol;Acc:HGNC:10547],naked_mole_rat
ENSHGLG00000011756,AARS,7,protein_coding,alanyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:20],naked_mole_rat
ENSHGLG00000035328,,16,protein_coding,,naked_mole_rat
ENSHGLG00000001757,GRIK4,5,protein_coding,glutamate ionotropic receptor kainate type subunit 4 [Source:UniProtKB Gene Name;Acc:A0A0P6IYD1],naked_mole_rat
ENSHGLG00000014880,THY1,5,protein_coding,Thy-1 cell surface antigen [Source:UniProtKB Gene Name;Acc:A0A0P6J0R8],naked_mole_rat
ENSHGLG00000014193,KCNG4,7,protein_coding,potassium voltage-gated channel modifier subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:19697],naked_mole_rat
ENSHGLG00000014829,USP2,5,protein_coding,ubiquitin specific peptidase 2 [Source:UniProtKB Gene Name;Acc:G5BHP7],naked_mole_rat
ENSHGLG00000000324,NSA2,16,protein_coding,NSA2 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:30728],naked_mole_rat
ENSHGLG00000013358,,7,protein_coding,,naked_mole_rat
ENSHGLG00000016623,MFRP,5,protein_coding,membrane frizzled-related protein [Source:HGNC Symbol;Acc:HGNC:18121],naked_mole_rat
ENSHGLG00000011640,TPPP3,7,protein_coding,tubulin polymerization promoting protein family member 3 [Source:UniProtKB Gene Name;Acc:A0A0P6IXA2],naked_mole_rat
ENSHGLG00000000419,GFM2,16,protein_coding,GTP dependent ribosome recycling factor mitochondrial 2 [Source:UniProtKB Gene Name;Acc:G5B667],naked_mole_rat
ENSHGLG00000041550,RNF26,5,protein_coding,ring finger protein 26 [Source:UniProtKB Gene Name;Acc:A0A0N8EUY4],naked_mole_rat
ENSHGLG00000012449,ZDHHC1,7,protein_coding,zinc finger DHHC-type containing 1 [Source:HGNC Symbol;Acc:HGNC:17916],naked_mole_rat
ENSHGLG00000037562,,12,protein_coding,,naked_mole_rat
ENSHGLG00000017303,C1QTNF5,5,protein_coding,C1q and TNF related 5 [Source:HGNC Symbol;Acc:HGNC:14344],naked_mole_rat
ENSHGLG00000013832,GLG1,7,protein_coding,golgi glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:4316],naked_mole_rat
ENSHGLG00000000527,Hexb,16,protein_coding,hexosaminidase subunit beta [Source:NCBI gene (formerly Entrezgene);Acc:101713145],naked_mole_rat
ENSHGLG00000046744,,12,protein_coding,,naked_mole_rat
ENSHGLG00000016479,MCAM,5,protein_coding,melanoma cell adhesion molecule [Source:UniProtKB Gene Name;Acc:A0A0N8ETS2],naked_mole_rat
ENSHGLG00000041192,SIT1,12,protein_coding,signaling threshold regulating transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:17710],naked_mole_rat
ENSHGLG00000014294,,7,protein_coding,,naked_mole_rat
ENSHGLG00000002025,COL15A1,12,protein_coding,collagen type XV alpha 1 chain [Source:UniProtKB Gene Name;Acc:A0A0N8EUC0],naked_mole_rat
ENSHGLG00000000552,ENC1,16,protein_coding,ectodermal-neural cortex 1 [Source:UniProtKB Gene Name;Acc:A0A0P6JF68],naked_mole_rat
ENSHGLG00000011571,SLC7A6,7,protein_coding,solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064],naked_mole_rat
ENSHGLG00000015140,,17,protein_coding,,naked_mole_rat
ENSHGLG00000010091,SLC7A6OS,7,protein_coding,solute carrier family 7 member 6 opposite strand [Source:HGNC Symbol;Acc:HGNC:25807],naked_mole_rat
ENSHGLG00000040768,,17,pseudogene,,naked_mole_rat
ENSHGLG00000000602,ARHGEF28,16,protein_coding,Rho guanine nucleotide exchange factor 28 [Source:UniProtKB Gene Name;Acc:A0A0P6J962],naked_mole_rat
ENSHGLG00000014505,SMPD3,7,protein_coding,sphingomyelin phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:14240],naked_mole_rat
ENSHGLG00000016461,CBL,5,protein_coding,Cbl proto-oncogene [Source:HGNC Symbol;Acc:HGNC:1541],naked_mole_rat
ENSHGLG00000038030,,17,pseudogene,,naked_mole_rat
ENSHGLG00000032334,,7,protein_coding,,naked_mole_rat
ENSHGLG00000045041,FOXL1,7,protein_coding,forkhead box L1 [Source:HGNC Symbol;Acc:HGNC:3817],naked_mole_rat
ENSHGLG00000011334,,7,protein_coding,,naked_mole_rat
ENSHGLG00000038172,,9,protein_coding,,naked_mole_rat
ENSHGLG00000010661,,9,protein_coding,,naked_mole_rat
ENSHGLG00000000331,TMEM171,16,protein_coding,transmembrane protein 171 [Source:HGNC Symbol;Acc:HGNC:27031],naked_mole_rat
ENSHGLG00000008631,SLC41A3,9,protein_coding,solute carrier family 41 member 3 [Source:UniProtKB Gene Name;Acc:A0A0P6J226],naked_mole_rat
ENSHGLG00000013308,DHX38,7,protein_coding,DEAH-box helicase 38 [Source:HGNC Symbol;Acc:HGNC:17211],naked_mole_rat
ENSHGLG00000016435,DRC12,5,protein_coding,dynein regulatory complex subunit 12 homolog [Source:HGNC Symbol;Acc:HGNC:27446],naked_mole_rat
ENSHGLG00000040928,,16,protein_coding,,naked_mole_rat
ENSHGLG00000034694,,16,protein_coding,,naked_mole_rat
ENSHGLG00000036649,,16,protein_coding,,naked_mole_rat
ENSHGLG00000047219,,16,protein_coding,,naked_mole_rat
ENSHGLG00000050788,,16,protein_coding,,naked_mole_rat
